song_slug,era_label,x_umap,y_umap,n
friday,3.0 (2009–2020),0.1719720937772206,0.216723832435013,1
fuck-your-face,1.0 (1983–2000),0.19533440454349374,0.005652149313720217,1
fuck-your-face,3.0 (2009–2020),0.11850788832548988,0.7824598828849465,9
fuck-your-face,4.0 (2021–present),0.09791986452124188,0.07281764228374402,4
fuego,3.0 (2009–2020),0.5036612677562495,0.44878047536027377,8
fuego,4.0 (2021–present),0.4515435212736683,0.42668454179759246,5
funky-bitch,1.0 (1983–2000),0.3940430042210399,0.6071210084593839,15
funky-bitch,2.0 (2003–2004),0.3069535225816008,0.8199837805362623,2
funky-bitch,3.0 (2009–2020),0.41419705648146155,0.6558168706876661,12
funky-bitch,4.0 (2021–present),0.31546065683142727,0.7210332664976256,5
ghost,1.0 (1983–2000),0.47415766144872207,0.4039355880455188,4
ghost,2.0 (2003–2004),0.4540281060110538,0.3917366485914734,2
ghost,3.0 (2009–2020),0.4954566210836787,0.44471226095781957,12
ghost,4.0 (2021–present),0.4986037067327111,0.5003496984815267,5
ginseng-sullivan,1.0 (1983–2000),0.2242409962668667,0.7748668884027161,8
ginseng-sullivan,2.0 (2003–2004),0.22056930493056506,0.8914379148746866,1
ginseng-sullivan,3.0 (2009–2020),0.12777543773346436,0.7877558715941764,8
ginseng-sullivan,4.0 (2021–present),0.2513949784660677,0.3097349116286089,2
glide,1.0 (1983–2000),0.16735668015695437,0.615737668305179,10
glide,2.0 (2003–2004),0.1719175436228491,0.6916071295161464,1
glide,3.0 (2009–2020),0.18671190225317666,0.8613427854511485,7
glide,4.0 (2021–present),0.3083526248589062,0.9786190666379234,1
glide-ii,1.0 (1983–2000),0.04579643850745939,0.6023926637888989,1
glide-ii,3.0 (2009–2020),0.17255205182701394,0.8612524551999379,1
gloria,1.0 (1983–2000),0.056956635303010476,0.0951359089061955,1
gloria,3.0 (2009–2020),0.02394785608051533,0.5577724253216847,1
golden-age,3.0 (2009–2020),0.3494007792152778,0.4187338583490559,12
golden-age,4.0 (2021–present),0.436116684307728,0.41804836773515003,5
golden-lady,1.0 (1983–2000),0.2859712338139256,0.9478364882053006,1
golden-lady,2.0 (2003–2004),0.16924485260704117,0.7970831092704547,1
golgi-apparatus,1.0 (1983–2000),0.612452821190253,0.5489449561479871,15
golgi-apparatus,2.0 (2003–2004),0.18869743150480245,0.6464937938747349,2
golgi-apparatus,3.0 (2009–2020),0.24379266709370453,0.24385386438904882,11
golgi-apparatus,4.0 (2021–present),0.21615130627884888,0.24218772337036998,5
good-times-bad-times,1.0 (1983–2000),0.25344229568619514,0.2846897598689054,15
good-times-bad-times,2.0 (2003–2004),0.20951893632591456,0.3696282033824425,2
good-times-bad-times,3.0 (2009–2020),0.22491360295086296,0.17659167202503734,12
good-times-bad-times,4.0 (2021–present),0.1317655595729411,0.2793043184089751,4
gotta-jibboo,1.0 (1983–2000),0.5231209306902203,0.518182478869439,2
gotta-jibboo,2.0 (2003–2004),0.4178111964309744,0.458662549054603,2
gotta-jibboo,3.0 (2009–2020),0.3163268442878197,0.48572976708137844,12
gotta-jibboo,4.0 (2021–present),0.306654459126044,0.4914874430955447,5
grind,1.0 (1983–2000),0.06780285859211885,0.0735252215032116,1
grind,3.0 (2009–2020),0.12738214557557034,0.09204980353519038,9
grind,4.0 (2021–present),0.1112322345750545,0.06504095382050705,4
guelah-papyrus,1.0 (1983–2000),0.37386213821719433,0.7473196950305669,10
guelah-papyrus,3.0 (2009–2020),0.22858109871289725,0.7277836280394584,11
guelah-papyrus,4.0 (2021–present),0.13082158355540743,0.7046444393501633,3
gumbo,1.0 (1983–2000),0.3770935966853354,0.556015924995487,10
gumbo,2.0 (2003–2004),0.403105003808464,0.5901145836679651,2
gumbo,3.0 (2009–2020),0.3072464259499544,0.71572544605966,11
gumbo,4.0 (2021–present),0.25954745341610574,0.6927284008305177,5
guy-forget,1.0 (1983–2000),0.38690911320968535,0.4063543252220983,1
guy-forget,3.0 (2009–2020),0.1754476080572331,0.1349554524952837,1
guy-forget,4.0 (2021–present),0.2653135128903112,0.41061265214406034,2
guyute,1.0 (1983–2000),0.42413371412573836,0.5722473483096829,7
guyute,2.0 (2003–2004),0.4070849506755269,0.4693689647432615,2
guyute,3.0 (2009–2020),0.3433084440009808,0.5361717100437058,10
guyute,4.0 (2021–present),0.3393109510731761,0.5896150476158508,5
guyute,Other/Hiatus,0.5412566784982031,0.5889042838249947,1
ha-ha-ha,1.0 (1983–2000),0.07221283003637914,0.6267456390781592,6
ha-ha-ha,2.0 (2003–2004),0.056802754863785464,0.07787474164874048,1
ha-ha-ha,3.0 (2009–2020),0.20434216665831823,0.9695284402913087,8
ha-ha-ha,4.0 (2021–present),0.08279735406019126,0.7817255718618524,1
halfway-to-the-moon,3.0 (2009–2020),0.36776194238818877,0.6617922191297528,9
halfway-to-the-moon,4.0 (2021–present),0.3221810467031541,0.7313072051880712,5
halley-s-comet,1.0 (1983–2000),0.21981698746141992,0.524410448667057,12
halley-s-comet,2.0 (2003–2004),0.3856558103418768,0.587637707724129,2
halley-s-comet,3.0 (2009–2020),0.3262066092274011,0.6815642465892194,11
halley-s-comet,4.0 (2021–present),0.39141295069668675,0.6593124840451812,5
happiness-is-a-warm-gun,1.0 (1983–2000),0.1093160899212085,0.061284728622681243,1
happiness-is-a-warm-gun,3.0 (2009–2020),0.19646972642764396,0.937941118344298,1
happy-birthday-to-you,1.0 (1983–2000),0.029014613023706344,0.5483675724347034,7
happy-birthday-to-you,3.0 (2009–2020),0.14646345331366917,0.7844310628393107,4
happy-birthday-to-you,4.0 (2021–present),0.1996446663840297,0.9897768749814911,1
harpua,1.0 (1983–2000),0.3102433596335952,0.3448678586509626,12
harpua,2.0 (2003–2004),0.04257052629632173,0.43610765366870297,1
harpua,3.0 (2009–2020),0.2927581609891209,0.2999901348022095,6
harpua,4.0 (2021–present),0.3443655858310336,0.44207521211453726,2
harry-hood,1.0 (1983–2000),0.4944786037604525,0.413000519898713,16
harry-hood,2.0 (2003–2004),0.47095494407394334,0.3932057268217015,2
harry-hood,3.0 (2009–2020),0.5251208843107995,0.4136890265574193,12
harry-hood,4.0 (2021–present),0.5156130620278006,0.41489341053602197,5
harry-hood,Other/Hiatus,0.5541072637082816,0.44800174886432836,1
have-mercy,1.0 (1983–2000),0.11971040603501654,0.5281360020258523,4
have-mercy,3.0 (2009–2020),0.13036923555006802,0.21079462831612092,6
head-held-high,1.0 (1983–2000),0.042847490583203994,0.43552666697319137,1
head-held-high,3.0 (2009–2020),0.35087992546322677,0.7316575545309035,1
heavy-rotation,3.0 (2009–2020),0.2790969348297989,0.8511242629518727,1
heavy-rotation,4.0 (2021–present),0.24943586569823756,0.7712508889486958,1
heavy-things,1.0 (1983–2000),0.5670614542294065,0.6163999545512848,2
heavy-things,2.0 (2003–2004),0.28856278407010827,0.7639973535049509,2
heavy-things,3.0 (2009–2020),0.26435925425581935,0.6871061446467657,11
heavy-things,4.0 (2021–present),0.247121082540791,0.8339107015499193,5
hello-my-baby,1.0 (1983–2000),0.25185263949856423,0.17255445489226642,5
hello-my-baby,3.0 (2009–2020),0.15256083244376223,0.5277714499595281,2
highway-to-hell,1.0 (1983–2000),0.19779299056043462,0.11369200541014514,8
highway-to-hell,3.0 (2009–2020),0.1318612453210761,0.12964648142750992,1
hold-your-head-up,1.0 (1983–2000),0.30984966444940093,0.24882001169783727,13
hold-your-head-up,2.0 (2003–2004),0.12530425730482542,0.3988540871928208,2
hold-your-head-up,3.0 (2009–2020),0.1208839314805773,0.062122108182540006,9
hold-your-head-up,4.0 (2021–present),0.06071236370996082,0.07514895774557265,3
horn,1.0 (1983–2000),0.25337497427551686,0.7918072740166543,11
horn,2.0 (2003–2004),0.46611463024478306,0.7340883123022224,2
horn,3.0 (2009–2020),0.16921608588402548,0.7006725349871658,11
horn,4.0 (2021–present),0.14716203565142202,0.8228374121959042,5
horn,Other/Hiatus,0.5891129620003891,0.6114459121005298,1
how-high-the-moon,1.0 (1983–2000),0.11533750532148496,0.6760131318706837,2
how-high-the-moon,3.0 (2009–2020),0.002788547301196468,0.5857367278105923,1
how-many-people-are-you,3.0 (2009–2020),0.3248491653887892,0.6908330927083589,5
how-many-people-are-you,4.0 (2021–present),0.32405910056606474,0.7379654233650561,1
i-always-wanted-it-this-way,3.0 (2009–2020),0.30060018907302893,0.39024922130256035,5
i-always-wanted-it-this-way,4.0 (2021–present),0.2899019251324607,0.42787764030605546,5
i-am-hydrogen,1.0 (1983–2000),0.2426844741977155,0.5390562459928445,16
i-am-hydrogen,2.0 (2003–2004),0.5256849724791857,0.7157154041995152,2
i-am-hydrogen,3.0 (2009–2020),0.12562027093168157,0.7292008320424972,11
i-am-hydrogen,4.0 (2021–present),0.16879907091891186,0.7815218057830794,5
i-am-the-walrus,3.0 (2009–2020),0.16995304093890154,0.4213712936412385,3
i-am-the-walrus,4.0 (2021–present),0.1665674662387239,0.47967233456837366,3
i-been-around,3.0 (2009–2020),0.11650484376870644,0.32195616923305154,6
i-been-around,4.0 (2021–present),0.10280209308563004,0.7824971214496503,2
i-didn-t-know,1.0 (1983–2000),0.4482715987086837,0.7107227168587351,14
i-didn-t-know,2.0 (2003–2004),0.12362196786078367,0.7656180097786333,1
i-didn-t-know,3.0 (2009–2020),0.1694873398841224,0.708420457705196,11
i-didn-t-know,4.0 (2021–present),0.1637226772260292,0.7599081430141266,5
i-found-a-reason,1.0 (1983–2000),0.10800764485403411,0.19045367543471375,1
i-found-a-reason,3.0 (2009–2020),0.17630764695976642,0.13709100979690383,1
icculus,1.0 (1983–2000),0.2007845811020755,0.2882059000554115,10
icculus,3.0 (2009–2020),0.16524226963006425,0.21848022525287009,4
icculus,4.0 (2021–present),0.1675355802638628,0.11940280778777868,3
if-i-could,1.0 (1983–2000),0.28236789436055565,0.6665220514832223,5
if-i-could,3.0 (2009–2020),0.22208449928607063,0.46345271973786656,5
if-i-could,4.0 (2021–present),0.24156119056178377,0.6043315796185386,5
iron-man,2.0 (2003–2004),0.06856637621981516,0.07400367429803097,1
iron-man,3.0 (2009–2020),0.20294993312813345,0.009686513117017098,1
it-s-ice,1.0 (1983–2000),0.48331984222549373,0.6100856352166919,9
it-s-ice,2.0 (2003–2004),0.3614037174602588,0.6513413856344403,1
it-s-ice,3.0 (2009–2020),0.299722716880229,0.6206733355465717,11
it-s-ice,4.0 (2021–present),0.2689278348103634,0.5976668993185901,5
izabella,1.0 (1983–2000),0.14895726985222207,0.3593919013281243,2
izabella,3.0 (2009–2020),0.20506242911991196,0.24579333228854597,2
izabella,4.0 (2021–present),0.1304202385604041,0.4252169821226763,4
jam,1.0 (1983–2000),0.2382875072396082,0.5349381070414871,16
jam,2.0 (2003–2004),0.330985368317906,0.7384379021828912,2
jam,3.0 (2009–2020),0.3309147432448999,0.7993880416043564,7
jam,4.0 (2021–present),0.3460645031534828,0.8867916949539514,3
jennifer-dances,1.0 (1983–2000),0.15342535909861205,0.49288552804772895,1
jennifer-dances,3.0 (2009–2020),0.18232886244874608,0.011230867525131033,1
jesus-just-left-chicago,1.0 (1983–2000),0.2818769410489881,0.3885398677421933,13
jesus-just-left-chicago,2.0 (2003–2004),0.2925037200416775,0.4531382184410486,1
jesus-just-left-chicago,3.0 (2009–2020),0.30043176764992746,0.6780522222287825,7
jesus-just-left-chicago,4.0 (2021–present),0.354944973031556,0.7704620915362972,1
joy,3.0 (2009–2020),0.2185280978198166,0.2366133636052026,11
joy,4.0 (2021–present),0.15265941177977008,0.524492143383444,5
julius,1.0 (1983–2000),0.49851759109716876,0.546049367179175,7
julius,2.0 (2003–2004),0.3673304889578124,0.5108536004182993,2
julius,3.0 (2009–2020),0.31591034704170545,0.3161672938262574,11
julius,4.0 (2021–present),0.2639712238657756,0.6104588344403632,5
julius,Other/Hiatus,0.9999985237319622,0.5068330325501783,1
jungle-boogie,2.0 (2003–2004),0.2651721320330665,0.39068745435544533,1
jungle-boogie,4.0 (2021–present),0.12328911042568988,0.03844468043848898,1
keyboard-army,1.0 (1983–2000),0.2696100577403286,0.21340713620142185,1
keyboard-army,3.0 (2009–2020),0.17270759306778155,0.017434156894487806,1
kill-devil-falls,3.0 (2009–2020),0.5048581828235352,0.6066729136954654,11
kill-devil-falls,4.0 (2021–present),0.42929795601873555,0.5314772334061632,5
kung,1.0 (1983–2000),0.11203859473143311,0.46610169038444005,9
kung,2.0 (2003–2004),0.09201912890713046,0.3600321890432241,2
kung,3.0 (2009–2020),0.1503768245929688,0.07150810933670305,5
l-a-woman,2.0 (2003–2004),0.06439302798793012,0.5097079450500115,1
l-a-woman,4.0 (2021–present),0.15107762133277847,0.5043451152091921,1
la-grange,1.0 (1983–2000),0.1989166201966877,0.2313307117414775,11
la-grange,3.0 (2009–2020),0.10356032587878802,0.49484157547673613,1
lawn-boy,1.0 (1983–2000),0.15840870177173283,0.6222166206825406,12
lawn-boy,2.0 (2003–2004),0.10739217435644094,0.6025166296225855,2
lawn-boy,3.0 (2009–2020),0.2889902780393996,0.7303513688705776,11
lawn-boy,4.0 (2021–present),0.12522723507032194,0.8102403635450909,5
lawn-boy,Other/Hiatus,0.6144379711230079,0.5536196280057996,1
leaves,3.0 (2009–2020),0.23594064344495677,0.29409064221135894,1
leaves,4.0 (2021–present),0.28742721357831974,0.6637548449069568,5
lengthwise,1.0 (1983–2000),0.1517892030307537,0.3661516625856888,4
lengthwise,3.0 (2009–2020),0.10378046922400443,0.5505602079483276,8
lengthwise,4.0 (2021–present),0.19463286966966514,0.9758347284622905,1
let-s-go,1.0 (1983–2000),0.1889911678368927,0.10880162533085257,1
let-s-go,3.0 (2009–2020),0.13868817509916778,0.6364997487907811,1
letter-to-jimmy-page,1.0 (1983–2000),0.5965848158738017,0.5602564723624066,8
letter-to-jimmy-page,3.0 (2009–2020),0.1691073392644999,0.9066967305702442,8
letter-to-jimmy-page,4.0 (2021–present),0.13124892214492478,0.460600831456722,3
life-on-mars,1.0 (1983–2000),0.2475721003671171,0.190191924587118,3
life-on-mars,2.0 (2003–2004),0.2244021324609792,0.9151123440077222,1
life-on-mars,3.0 (2009–2020),0.07647403672024009,0.6729518870770511,2
lifeboy,1.0 (1983–2000),0.2931986254852744,0.3809750433508497,6
lifeboy,2.0 (2003–2004),0.2824959426720833,0.5424541822115979,2
lifeboy,3.0 (2009–2020),0.19221487589783495,0.41425934958778865,6
lifeboy,4.0 (2021–present),0.14018611557198077,0.42142144482934624,5
light,3.0 (2009–2020),0.5123493409519153,0.42524800953827946,11
light,4.0 (2021–present),0.450176732863414,0.43266214500920247,5
light-up-or-leave-me-alone,1.0 (1983–2000),0.3004397218128711,0.5908171652024069,5
light-up-or-leave-me-alone,2.0 (2003–2004),0.346713681771274,0.7414917434291716,1
light-up-or-leave-me-alone,3.0 (2009–2020),0.2279138050560581,0.5317175406982412,3
limb-by-limb,1.0 (1983–2000),0.5281608175047499,0.5796706307064555,4
limb-by-limb,2.0 (2003–2004),0.5012411723528376,0.5254146695491144,2
limb-by-limb,3.0 (2009–2020),0.27160319002864597,0.4289039672274596,11
limb-by-limb,4.0 (2021–present),0.259982237419946,0.5258822901522034,5
llama,1.0 (1983–2000),0.23327193015136197,0.6403280452556883,11
llama,2.0 (2003–2004),0.37024240331433655,0.8428019551315742,2
llama,3.0 (2009–2020),0.2608414433587427,0.8736241198786107,11
llama,4.0 (2021–present),0.1981565779499972,0.6858744361158475,5
lonesome-cowboy-bill,1.0 (1983–2000),0.20016549426038266,0.5053789996763824,2
lonesome-cowboy-bill,2.0 (2003–2004),0.2740717049733276,0.9625451633822268,1
lonesome-cowboy-bill,3.0 (2009–2020),0.24382972244664117,0.9562108881751007,3
long-cool-woman-in-a-black-dress,1.0 (1983–2000),0.5848006907950238,0.6668475518712054,2
long-cool-woman-in-a-black-dress,2.0 (2003–2004),0.06954200485934128,0.5071873916635545,1
love-you,1.0 (1983–2000),0.19868771663592713,0.19442381317416738,11
love-you,2.0 (2003–2004),0.12920137425791645,0.5103384502325179,2
love-you,3.0 (2009–2020),0.16709927129564317,0.19529423556781303,3
loving-cup,1.0 (1983–2000),0.3171062100117177,0.5576202283788639,8
loving-cup,2.0 (2003–2004),0.34477017297719653,0.4791016011176497,2
loving-cup,3.0 (2009–2020),0.27485437692251874,0.19884571839490722,11
loving-cup,4.0 (2021–present),0.212678042282408,0.2972868593682582,5
loving-cup,Other/Hiatus,0.9999969654490333,0.5068319865230798,1
low-rider,1.0 (1983–2000),0.14033459328026163,0.4794895936342789,5
low-rider,2.0 (2003–2004),0.04146389937215755,0.5640956823767075,1
magilla,1.0 (1983–2000),0.1042131285295749,0.48999546558875356,8
magilla,2.0 (2003–2004),0.20699482553700121,0.7709495401641631,1
makisupa-policeman,1.0 (1983–2000),0.21720850385339788,0.5471804246581781,15
makisupa-policeman,2.0 (2003–2004),0.15291901966534605,0.5659771015835038,2
makisupa-policeman,3.0 (2009–2020),0.14465743415470358,0.3620207272361607,11
makisupa-policeman,4.0 (2021–present),0.12339408948616051,0.19542806311253313,2
manteca,1.0 (1983–2000),0.07108152688188754,0.43828724871116675,7
manteca,3.0 (2009–2020),0.06663666835337125,0.25944859425348044,5
martian-monster,3.0 (2009–2020),0.4527154730585081,0.6593035114571812,6
martian-monster,4.0 (2021–present),0.2375990870594424,0.7137290684747469,5
maze,1.0 (1983–2000),0.5108131610361769,0.5148824783905911,9
maze,2.0 (2003–2004),0.3896634731161646,0.5434741181979937,2
maze,3.0 (2009–2020),0.35696497416705214,0.5692206572778684,11
maze,4.0 (2021–present),0.4270049631926396,0.5934479233549446,5
mcgrupp-and-the-watchful-hosemasters,1.0 (1983–2000),0.29450467289836996,0.42382334968653357,16
mcgrupp-and-the-watchful-hosemasters,2.0 (2003–2004),0.2791486240741057,0.5292470803872755,1
mcgrupp-and-the-watchful-hosemasters,3.0 (2009–2020),0.27505431352859616,0.5208869877436773,10
mcgrupp-and-the-watchful-hosemasters,4.0 (2021–present),0.3228799798467884,0.6387464406603471,4
meat,1.0 (1983–2000),0.3015966456504192,0.725730532540764,3
meat,2.0 (2003–2004),0.2981414428707541,0.8755204972729144,1
meat,3.0 (2009–2020),0.25429070513348223,0.7388469452684684,12
meat,4.0 (2021–present),0.2166554723175036,0.6720708300745715,5
meatstick,1.0 (1983–2000),0.25333959253894955,0.47581097202463285,3
meatstick,2.0 (2003–2004),0.2486399086181883,0.5848512193816827,2
meatstick,3.0 (2009–2020),0.2530151134375637,0.2705805657277171,11
meatstick,4.0 (2021–present),0.15397291101460192,0.39455122276151244,5
mellow-mood,1.0 (1983–2000),0.22172762173977736,0.939225918561723,1
mellow-mood,2.0 (2003–2004),0.0406028455353482,0.6031343434917751,1
mellow-mood,3.0 (2009–2020),0.30707824288262986,0.8144582237464981,3
mercury,3.0 (2009–2020),0.40356564044372434,0.39962412875821846,5
mercury,4.0 (2021–present),0.34258918878476713,0.4371436505295059,5
mexican-cousin,2.0 (2003–2004),0.17811064694555734,0.4820970224768908,2
mexican-cousin,3.0 (2009–2020),0.15173642644839988,0.7563200724836342,8
midnight-rider,1.0 (1983–2000),0.052321030641767956,0.5174896893108908,1
midnight-rider,4.0 (2021–present),0.1507413602797085,0.8344058675332668,1
mike-s-song,1.0 (1983–2000),0.5412589134039827,0.49276925632447743,16
mike-s-song,2.0 (2003–2004),0.49812311997521674,0.5559341489214369,2
mike-s-song,3.0 (2009–2020),0.5308015432167934,0.5002454212023371,11
mike-s-song,4.0 (2021–present),0.4294297231929767,0.5854697584500277,5
mind-left-body-jam,1.0 (1983–2000),0.21223039507587924,0.5026814497879797,4
mind-left-body-jam,3.0 (2009–2020),0.32245465414617774,0.3655486962457716,2
miss-you,3.0 (2009–2020),0.21408903159297665,0.33736356980910565,4
miss-you,4.0 (2021–present),0.17192351020616883,0.45378115318583356,4
mock-song,2.0 (2003–2004),0.16522767097946756,0.8273218930821765,1
mock-song,3.0 (2009–2020),0.17963486422055477,0.8074565251379605,2
moonage-daydream,3.0 (2009–2020),0.1656947304058788,0.6401745930803494,4
moonage-daydream,4.0 (2021–present),0.19579651744679197,0.5506434252152689,5
more,3.0 (2009–2020),0.30375784439113795,0.26041346127159054,5
more,4.0 (2021–present),0.24629142246647442,0.26677076941429784,5
most-events-aren-t-planned,3.0 (2009–2020),0.34699135343659104,0.5559353925314316,3
most-events-aren-t-planned,4.0 (2021–present),0.2975177939507498,0.4977544471377189,5
mound,1.0 (1983–2000),0.43026700296325954,0.7087781989728572,5
mound,3.0 (2009–2020),0.2476856704874192,0.7109038190170422,11
mound,4.0 (2021–present),0.25405118448878616,0.7990763022839793,2
mound,Other/Hiatus,0.5905856008793309,0.598007299781464,1
mountains-in-the-mist,1.0 (1983–2000),0.2243767744818704,0.5823136157535215,1
mountains-in-the-mist,2.0 (2003–2004),0.27361433611888025,0.5881116277348553,1
mountains-in-the-mist,3.0 (2009–2020),0.17923617830209532,0.5850259175296428,6
mountains-in-the-mist,4.0 (2021–present),0.3013175169393043,0.5985239906779924,5
mr-completely,2.0 (2003–2004),0.39181214792673225,0.3922215925655646,1
mr-completely,3.0 (2009–2020),0.4088655759738689,0.4112851662106841,2
mr-completely,4.0 (2021–present),0.38356974877465144,0.4337746529409935,4
mustang-sally,1.0 (1983–2000),0.27347486851526454,0.6347213632531796,3
mustang-sally,3.0 (2009–2020),0.2868550246774093,0.4528931691594577,1
my-friend-my-friend,1.0 (1983–2000),0.3489868269937497,0.780744351953437,9
my-friend-my-friend,2.0 (2003–2004),0.25957250383937336,0.7281894865536471,1
my-friend-my-friend,3.0 (2009–2020),0.23663490462314044,0.6425096626172091,11
my-friend-my-friend,4.0 (2021–present),0.4253949596231465,0.6138393150819116,5
my-mind-s-got-a-mind-of-its-own,1.0 (1983–2000),0.14028712716209962,0.8067796874926633,9
my-mind-s-got-a-mind-of-its-own,2.0 (2003–2004),0.1583197925039661,0.8876392325991881,2
my-mind-s-got-a-mind-of-its-own,3.0 (2009–2020),0.20028085589345987,0.9350932282111741,3
my-mind-s-got-a-mind-of-its-own,4.0 (2021–present),0.25136899768638044,0.6588303934005639,2
my-soul,1.0 (1983–2000),0.4925845108604221,0.6196772155632653,4
my-soul,3.0 (2009–2020),0.3209028523159293,0.7767704252713824,9
my-soul,4.0 (2021–present),0.31801307300959447,0.8541384946386927,5
my-sweet-one,1.0 (1983–2000),0.25351966648398533,0.6475864737817492,11
my-sweet-one,2.0 (2003–2004),0.15298339110291392,0.8824069818078222,2
my-sweet-one,3.0 (2009–2020),0.13629452437217038,0.8151187549915833,10
my-sweet-one,4.0 (2021–present),0.1705778150006917,0.7855286474511644,4
nellie-kane,1.0 (1983–2000),0.26915755980151657,0.710191358337782,5
nellie-kane,3.0 (2009–2020),0.21614659042261677,0.8807773645686633,11
nellie-kane,4.0 (2021–present),0.10422109935179326,0.7963107693510713,3
nicu,1.0 (1983–2000),0.4249506798327085,0.6833418766628054,8
nicu,2.0 (2003–2004),0.2309886894083981,0.6465796378319457,2
nicu,3.0 (2009–2020),0.38027727635354247,0.7166809569465009,11
nicu,4.0 (2021–present),0.31696249044859703,0.7395706797953451,5
nicu,Other/Hiatus,0.5871476391675317,0.6107198995590833,1
no-men-in-no-man-s-land,3.0 (2009–2020),0.5098775249078711,0.4840614991409328,6
no-men-in-no-man-s-land,4.0 (2021–present),0.4663925633325652,0.4689390388889165,5
no-quarter,3.0 (2009–2020),0.1862419569277886,0.3667597588168346,9
no-quarter,4.0 (2021–present),0.17397024307019793,0.40049111960185513,4
no2,1.0 (1983–2000),0.25547016448455456,0.9026184801189068,2
no2,3.0 (2009–2020),0.14284807288893003,0.06830280336657081,3
no2,4.0 (2021–present),0.08703004006570951,0.5669758598796028,1
nothing,2.0 (2003–2004),0.3021315980287803,0.5927558950716736,1
nothing,3.0 (2009–2020),0.222086852088256,0.8309393802191812,5
nothing,4.0 (2021–present),0.22909937515725076,0.4769314065173253,2
ocelot,3.0 (2009–2020),0.5100274993879126,0.5818758882804007,11
ocelot,4.0 (2021–present),0.36044852590638193,0.6398123771412116,5
oh-sweet-nuthin,1.0 (1983–2000),0.20558089394221818,0.2198729609386982,1
oh-sweet-nuthin,3.0 (2009–2020),0.191874011759008,0.24064702424583886,3
olivia-s-pool,1.0 (1983–2000),0.1497009296244368,0.6843053489781176,1
olivia-s-pool,3.0 (2009–2020),0.3149613168565144,0.9130479514163649,1
olivia-s-pool,4.0 (2021–present),0.2520484295470865,0.9455526623737405,3
on-your-way-down,1.0 (1983–2000),0.2448693893382405,0.6088146193119196,3
on-your-way-down,2.0 (2003–2004),0.2785750202561403,0.6924868150608748,1
on-your-way-down,3.0 (2009–2020),0.25027829959182624,0.6978591172581965,3
on-your-way-down,4.0 (2021–present),0.34602627908834954,0.6989499143164336,1
once-in-a-lifetime,1.0 (1983–2000),0.08452881143138313,0.474433656521614,1
once-in-a-lifetime,3.0 (2009–2020),0.19559972271585505,0.013952537055045061,1
party-time,3.0 (2009–2020),0.3176263599837373,0.7016201658031984,11
party-time,4.0 (2021–present),0.2863836612312596,0.7020989672737172,4
passing-through,3.0 (2009–2020),0.25046035214610723,0.2545128805219945,3
passing-through,4.0 (2021–present),0.10772241244095364,0.5550008544879141,2
paul-and-silas,1.0 (1983–2000),0.20808179451698058,0.751220806604048,8
paul-and-silas,3.0 (2009–2020),0.20887144926525011,0.9275085089655447,5
paul-and-silas,4.0 (2021–present),0.22774518756610784,0.9524342654488556,1
peaches-en-regalia,1.0 (1983–2000),0.25269620109690405,0.5853509065266,9
peaches-en-regalia,3.0 (2009–2020),0.1406746167664559,0.7638137292590841,5
peaches-en-regalia,4.0 (2021–present),0.22439732433799475,0.9512232450094396,2
pebbles-and-marbles,2.0 (2003–2004),0.4209512082956586,0.4466098529058098,2
pebbles-and-marbles,3.0 (2009–2020),0.2902604860664286,0.5402464156254319,8
pebbles-and-marbles,4.0 (2021–present),0.3466992984097661,0.5921236298032925,5
petrichor,3.0 (2009–2020),0.4052915720616356,0.4550149828272569,4
petrichor,4.0 (2021–present),0.3912938702008961,0.4605664869003237,2
piper,1.0 (1983–2000),0.5299057765773714,0.46594608223102607,4
piper,2.0 (2003–2004),0.49860203567930705,0.4179256774733973,2
piper,3.0 (2009–2020),0.36154512651012227,0.3728120265710409,12
piper,4.0 (2021–present),0.46850577951760525,0.4447410499480729,5
piper,Other/Hiatus,0.4456992836675895,0.48726747921741737,1
plasma,3.0 (2009–2020),0.30478455805589116,0.4629371562260997,7
plasma,4.0 (2021–present),0.32278396635946005,0.5341135471248457,5
poor-heart,1.0 (1983–2000),0.571708212915824,0.5776169540815954,11
poor-heart,2.0 (2003–2004),0.13988444942511766,0.7723130016193894,2
poor-heart,3.0 (2009–2020),0.20744644053425237,0.8835785321580576,11
poor-heart,4.0 (2021–present),0.2126452363260109,0.945412029841619,3
possum,1.0 (1983–2000),0.5294942873655384,0.5285460678934814,16
possum,2.0 (2003–2004),0.4923265073911512,0.5443135549444795,2
possum,3.0 (2009–2020),0.5319235889404641,0.5150605935604061,12
possum,4.0 (2021–present),0.35134944533636775,0.31290568617396014,5
prince-caspian,1.0 (1983–2000),0.5134686084211537,0.48183037564134823,6
prince-caspian,2.0 (2003–2004),0.2732421464565128,0.3383695140934485,2
prince-caspian,3.0 (2009–2020),0.2706734576910089,0.2719037406115,11
prince-caspian,4.0 (2021–present),0.2781947543696047,0.5413449649067207,5
proud-mary,1.0 (1983–2000),0.9999954071661044,0.5068333347357845,1
proud-mary,2.0 (2003–2004),0.1929664808626146,0.18821528204679516,1
psycho-killer,1.0 (1983–2000),0.242945571166156,0.4556430581759826,2
psycho-killer,3.0 (2009–2020),0.08978747296763563,0.4374231489702049,2
punch-you-in-the-eye,1.0 (1983–2000),0.4389200558004714,0.6209172923109709,9
