song_slug,era_label,x_umap,y_umap,n
we-are-come-to-outlive-our-brains,3.0 (2009–2020),0.2661930213590765,0.65279339909481,2
we-are-come-to-outlive-our-brains,4.0 (2021–present),0.21560991573154487,0.8448022843744147,2
weekapaug-groove,1.0 (1983–2000),0.3514532454327804,0.47428405140149266,13
weekapaug-groove,2.0 (2003–2004),0.4867866321714769,0.4839472497367382,2
weekapaug-groove,3.0 (2009–2020),0.4381118298053227,0.4054349661940313,12
weekapaug-groove,4.0 (2021–present),0.3840410832272556,0.5714276582303109,5
weigh,1.0 (1983–2000),0.2667287016195952,0.729224820930621,7
weigh,2.0 (2003–2004),0.2428909851302697,0.834915445445526,1
weigh,3.0 (2009–2020),0.26293857693625217,0.8381626389896885,9
weigh,4.0 (2021–present),0.2664894321455028,0.6361538392518554,3
west-l-a-fadeaway,1.0 (1983–2000),0.35416996306725934,0.3590741996532862,1
west-l-a-fadeaway,3.0 (2009–2020),0.18284540248407932,0.22627095081864174,1
what-s-the-use,1.0 (1983–2000),0.3600291504501869,0.5434026948865872,2
what-s-the-use,2.0 (2003–2004),0.15125804384110098,0.602231924291441,1
what-s-the-use,3.0 (2009–2020),0.24707361514114629,0.2819875914802999,10
what-s-the-use,4.0 (2021–present),0.24080241954590365,0.3527021628679069,5
when-the-circus-comes,1.0 (1983–2000),0.2579500346471907,0.41674567464308043,4
when-the-circus-comes,2.0 (2003–2004),0.12200590544121848,0.661763372026883,1
when-the-circus-comes,3.0 (2009–2020),0.1547234190302145,0.6363986095928867,11
when-the-circus-comes,4.0 (2021–present),0.1184058925566791,0.3115714105091972,5
while-my-guitar-gently-weeps,1.0 (1983–2000),0.18923972934183808,0.3824702490134918,6
while-my-guitar-gently-weeps,2.0 (2003–2004),0.19268998816135552,0.19907534458805803,1
while-my-guitar-gently-weeps,3.0 (2009–2020),0.1721903764095976,0.33850646664412515,5
while-my-guitar-gently-weeps,4.0 (2021–present),0.17265327870622166,0.3957701930068765,3
who-loves-the-sun,1.0 (1983–2000),0.055878631575802744,0.5743360319747703,1
who-loves-the-sun,3.0 (2009–2020),0.19891656893738083,0.9357032712149753,1
whole-lotta-love,1.0 (1983–2000),0.05633955526318158,0.32094783397774024,2
whole-lotta-love,3.0 (2009–2020),0.08117600168015705,0.7865237214073723,1
wilson,1.0 (1983–2000),0.43373657116367503,0.6756805068759081,15
wilson,2.0 (2003–2004),0.5551733752762954,0.611186997148623,2
wilson,3.0 (2009–2020),0.27287546781037525,0.6568941856188568,11
wilson,4.0 (2021–present),0.25237233198127,0.21224654589067324,5
wilson,Other/Hiatus,0.5802764316001653,0.594046088139917,1
windora-bug,1.0 (1983–2000),0.3603751430826662,0.48333263908127394,2
windora-bug,3.0 (2009–2020),0.44073478904160496,0.5280802487815063,1
wingsuit,3.0 (2009–2020),0.3229593718631226,0.43925415548211877,8
wingsuit,4.0 (2021–present),0.29383880625257847,0.4581233220853652,4
winterqueen,3.0 (2009–2020),0.3135779229937994,0.39620015082316057,7
winterqueen,4.0 (2021–present),0.2793951352067763,0.6525052767418106,4
wolfman-s-brother,1.0 (1983–2000),0.4396717530320034,0.50483786370769,7
wolfman-s-brother,2.0 (2003–2004),0.45897406527167406,0.5063611464810323,2
wolfman-s-brother,3.0 (2009–2020),0.5055331448726822,0.5641541204239394,11
wolfman-s-brother,4.0 (2021–present),0.44014041687471966,0.5364587166344669,5
wolfman-s-brother,Other/Hiatus,0.9999985237319622,0.5068331139078415,1
wombat,3.0 (2009–2020),0.28163997375851546,0.5466327946045829,6
wombat,4.0 (2021–present),0.3491368617034768,0.6560624081152363,2
ya-mar,1.0 (1983–2000),0.3988253283963376,0.5832163138944151,14
ya-mar,2.0 (2003–2004),0.36344647260207474,0.594323087738103,2
ya-mar,3.0 (2009–2020),0.30257088003679844,0.6760572393466673,11
ya-mar,4.0 (2021–present),0.3231636312306226,0.672841333635271,5
yarmouth-road,3.0 (2009–2020),0.3725274970812438,0.7063809838038277,6
yarmouth-road,4.0 (2021–present),0.2377539939662875,0.6415752582327098,2
you-enjoy-myself,1.0 (1983–2000),0.5245521212936266,0.4424072995676096,16
you-enjoy-myself,2.0 (2003–2004),0.46372215848184367,0.3906011193466245,2
you-enjoy-myself,3.0 (2009–2020),0.43799187277538454,0.37958356580317054,12
you-enjoy-myself,4.0 (2021–present),0.44175006162906466,0.3870942757259556,5
you-sexy-thing,3.0 (2009–2020),0.2771495187950553,0.6728058849391577,3
you-sexy-thing,4.0 (2021–present),0.3142967425059047,0.975210691940417,1
your-pet-cat,3.0 (2009–2020),0.14349450400787295,0.5596341675965073,7
your-pet-cat,4.0 (2021–present),0.3627863398704054,0.39657075822413235,3
